Administrative,Administrative_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,Revenue
0.0,0.0,9.0,300.0,0.011111111,0.033333333,False
1.0,11.0,37.0,1517.75,0.019512195,0.041869919,False
0.0,0.0,26.0,1056.666667,0.016571429,0.030933333,False
5.0,103.0,16.0,399.0,0.021052632,0.056140351,False
1.0,7.5,18.0,2743.819189,0.0,0.007753623,False
0.0,0.0,12.0,332.0,0.0,0.023076923,False
0.0,0.0,4.0,56.0,0.0031124675,0.0251564025,False
3.0,69.0,37.0,769.0,0.0,0.004273504,True
0.0,0.0,13.0,178.8333333,0.0,0.038461538,False
0.0,0.0,7.0,88.0,0.0,0.057142857,False
5.0,230.25,27.0,517.3928571,0.0,0.011458333,True
5.0,205.5,37.0,1683.633333,0.0,0.017261905,False
0.0,0.0,12.0,833.0,0.016666667,0.02,True
0.0,0.0,25.0,319.3333333,0.016666667,0.036666667,True
2.0,25.0,20.0,733.5,0.012698413,0.016190476,False
0.0,0.0,6.0,224.0,0.0,0.016666667,False
0.0,0.0,11.0,822.0,0.0031124675,0.063636364,False
0.0,0.0,14.0,838.55,0.0,0.016783217,True
2.0,35.0,44.0,2479.0,0.022727273,0.043560606,False
1.0,44.5,18.0,519.5,0.0,0.035,False
0.0,0.0,38.0,1035.935714,0.037894737,0.05272284,False
0.0,0.0,2.0,0.0,0.0031124675,0.0251564025,False
0.0,0.0,8.0,149.0,0.0,0.033333333,True
3.0,29.0,8.0,160.5,0.0,0.025,False
0.0,0.0,2.0,0.0,0.0031124675,0.0251564025,False
0.0,0.0,10.0,3.0,0.0031124675,0.0251564025,False
1.0,20.0,20.0,219.5,0.0031124675,0.0251564025,False
0.0,0.0,7.0,858.5,0.028571429,0.071428571,False
0.0,0.0,2.0,54.5,0.0031124675,0.0251564025,False
0.0,0.0,15.0,412.8333333,0.0,0.006666667,True
8.0,206.0,8.0,107.0,0.0,0.02,False
0.0,0.0,14.0,342.5,0.0,0.021428571,False
0.0,0.0,31.0,1138.504762,0.02,0.040555556,False
0.0,0.0,16.0,544.8333333,0.004761905,0.042857143,False
0.0,0.0,7.0,176.3333333,0.0,0.011111111,False
0.0,0.0,2.0,19.0,0.0,0.1,False
0.0,0.0,13.0,687.5,0.0,0.033333333,False
1.0,0.0,3.0,22.0,0.0031124675,0.1,False
1.0,41.33333333,44.0,3227.5,0.0,0.004651163,True
0.0,0.0,39.0,440.6666667,0.015789474,0.046491228,False
0.0,0.0,3.0,65.0,0.0031124675,0.0251564025,False
1.0,25.75,22.0,2297.801282,0.01474359,0.017435897,True
0.0,0.0,6.0,28.0,0.0031124675,0.0251564025,False
0.0,0.0,10.0,22.5,0.0031124675,0.0251564025,False
0.0,0.0,15.0,194.0666667,0.001904762,0.051238095,False
3.0,52.0,56.0,2145.563492,0.011403509,0.025292398,True
0.0,0.0,33.0,1703.321429,0.0,0.042424242,False
0.0,0.0,15.0,1999.833333,0.015384615,0.020512821,False
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
1.0,173.0833333,18.0,3382.287999,0.005346832,0.021971597,False
3.0,62.0,13.0,2038.0,0.0,0.021428571,False
3.0,37.0,53.0,2409.068434,0.001960784,0.018076564,False
10.0,7.5,18.0,598.9369047499999,0.001726619,0.011632486,False
0.0,0.0,18.0,598.9369047499999,0.005696203,0.016284567,False
0.0,0.0,12.0,201.6666667,0.018181818,0.054545455,False
7.0,65.83333333,7.0,156.8333333,0.0,0.02,False
0.0,0.0,8.0,412.1666667,0.0,0.0125,False
0.0,0.0,50.0,2617.233333,0.0,0.001360544,True
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
0.0,0.0,22.0,465.7051282,0.0,0.010690797,False
0.0,0.0,8.0,245.0,0.0031124675,0.0251564025,False
0.0,0.0,14.0,803.0,0.0031124675,0.05,False
4.0,52.0,16.0,360.0,0.0,0.010526316,False
2.0,5.0,3.0,20.0,0.0031124675,0.078333333,False
0.0,0.0,3.0,258.5,0.0,0.033333333,False
1.0,7.0,20.0,887.5833333,0.0,0.016140351,True
0.0,0.0,14.0,394.25,0.0,0.015384615,False
7.0,204.5,52.0,1941.083333,0.01754386,0.029824561,False
0.0,0.0,16.0,142.5,0.0375,0.08125,False
0.0,0.0,6.0,270.2142857,0.0,0.0375,False
3.0,52.33333333,23.0,541.6666667,0.001111111,0.047074074,True
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
1.0,7.5,43.0,1090.060606,0.004081633,0.011337868,False
0.0,0.0,2.0,34.0,0.0,0.1,False
0.0,0.0,4.0,219.5,0.0,0.016666667,False
1.0,13.0,14.0,253.8,0.0,0.02,False
0.0,0.0,12.0,202.0,0.0,0.041666667,False
0.0,0.0,38.0,2259.533333,0.002105263,0.036549708,False
4.0,101.0,14.0,797.3333333,0.0,0.003571429,False
0.0,0.0,29.0,594.9666667,0.013793103,0.022024757,False
0.0,0.0,7.0,117.0,0.0,0.028571429,False
0.0,0.0,9.0,108.0,0.0,0.042222222,False
0.0,0.0,13.0,503.0,0.0,0.008333333,False
2.0,55.0,46.0,1425.75,0.008888889,0.029259259,False
6.0,7.5,8.0,188.5,0.0,0.015384615,False
0.0,0.0,20.0,1722.866667,0.01,0.075,False
0.0,0.0,6.0,313.0,0.0,0.05,False
10.0,197.1666667,35.0,1078.727778,0.0,0.010452962,False
6.0,66.77272727,62.0,2050.395743,0.005882353,0.012789661,True
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
4.0,82.0,32.0,1040.166667,0.011764706,0.041176471,False
1.0,65.0,65.0,1803.758333,0.0046875,0.019404762,False
0.0,0.0,12.0,136.5,0.016666667,0.033333333,False
5.0,86.5,68.0,2241.844444,0.010958904,0.023059361,False
2.0,105.0,19.0,482.5,0.0,0.008333333,False
0.0,0.0,25.0,1225.857143,0.012,0.040977778,False
2.0,37.5,10.0,573.1666667,0.0,0.045,False
0.0,0.0,16.0,507.8333333,0.0,0.01,False
0.0,0.0,5.0,108.0,0.0,0.08,False
0.0,0.0,11.0,458.5,0.0,0.007407407,False
0.0,0.0,4.0,25.0,0.0031124675,0.1,False
0.0,0.0,10.0,724.0,0.0,0.022222222,True
0.0,0.0,5.0,93.5,0.0,0.013333333,False
0.0,0.0,19.0,196.5,0.0,0.021052632,False
4.0,19.5,47.0,483.3,0.016326531,0.033469388,False
0.0,0.0,37.0,511.1666667,0.018018018,0.036936937,False
5.0,196.6666667,18.0,2129.536752,0.003157895,0.004818713,False
0.0,0.0,16.0,480.3,0.0125,0.033333333,False
0.0,0.0,13.0,143.0,0.0031124675,0.0251564025,False
5.0,188.0,22.0,352.8,0.0,0.008,False
0.0,0.0,6.0,657.5,0.0,0.011111111,False
3.0,105.0,37.0,1384.383333,0.006766917,0.033646617,False
4.0,91.0,16.0,1280.166667,0.0,0.004761905,True
0.0,0.0,5.0,95.5,0.0,0.02,False
1.0,28.0,18.0,1822.008117,0.001169591,0.007901699,False
6.0,162.1071429,31.0,1269.766667,0.012121212,0.021212121,False
0.0,0.0,10.0,149.6,0.02,0.04,False
1.0,37.0,23.0,1817.0,0.0031124675,0.073696145,False
6.0,66.16666667,18.0,598.9369047499999,0.004807692,0.015384615,False
6.0,128.5,68.0,1080.15,0.0,0.001715686,False
0.0,0.0,7.0,316.25,0.0,0.014285714,False
0.0,0.0,40.0,1783.25,0.008333333,0.026416667,False
7.0,7.5,35.0,1384.533333,0.001754386,0.016885965,False
0.0,0.0,12.0,197.5,0.0,0.008333333,False
0.0,0.0,5.0,0.0,0.0031124675,0.0251564025,False
0.0,0.0,23.0,996.4380952,0.0,0.019927536,False
0.0,0.0,7.0,368.5,0.0,0.057142857,False
0.0,0.0,3.0,54.5,0.0,0.066666667,False
0.0,0.0,4.0,228.5,0.033333333,0.03,False
6.0,57.5,66.0,1285.548533,0.004109589,0.018513906,True
5.0,102.0676923,18.0,598.9369047499999,0.0,0.006649462,True
4.0,60.0,33.0,841.0333333,0.015151515,0.043434343,False
0.0,0.0,25.0,1250.5,0.0031124675,0.072,False
1.0,7.5,31.0,699.5,0.0,0.005896806,True
2.0,38.5,50.0,1766.855952,0.002884615,0.013141026,False
5.0,85.0,24.0,567.45,0.04,0.058666667,False
0.0,0.0,5.0,90.66666667,0.04,0.0251564025,False
0.0,0.0,14.0,158.5,0.0,0.028571429,False
0.0,0.0,24.0,981.1666667,0.0031124675,0.084722222,False
1.0,36.0,19.0,1661.75,0.0,0.023529412,False
5.0,7.5,14.0,548.25,0.022222222,0.05,False
0.0,0.0,36.0,808.0833333,0.0,0.007619048,True
0.0,0.0,7.0,87.5,0.028571429,0.085714286,False
0.0,0.0,11.0,276.0,0.0,0.011111111,False
0.0,0.0,19.0,130.5,0.0031124675,0.100877193,False
0.0,0.0,8.0,321.5,0.0031124675,0.0251564025,False
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
2.0,19.0,23.0,1875.744689,0.028571429,0.041156463,False
0.0,0.0,3.0,117.0,0.0031124675,0.1,False
0.0,0.0,48.0,598.9369047499999,0.020138889,0.034791667,False
1.0,3.0,45.0,884.3357143,0.001086957,0.014389234,False
0.0,0.0,41.0,1678.733333,0.01,0.013333333,False
0.0,0.0,24.0,325.8333333,0.0,0.020833333,False
3.0,55.0,19.0,436.0,0.0,0.013636364,True
0.0,0.0,3.0,27.0,0.0031124675,0.1,False
0.0,0.0,14.0,549.5,0.0,0.013333333,True
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
1.0,68.0,55.0,598.9369047499999,0.003636364,0.021212121,False
3.0,124.0,13.0,173.0,0.0,0.017777778,False
0.0,0.0,6.0,179.5,0.033333333,0.066666667,False
1.0,29.0,11.0,561.55,0.014285714,0.038571429,True
4.0,164.0,30.0,2136.0,0.0,0.008333333,False
4.0,35.66666667,43.0,2797.816667,0.0,0.006666667,False
1.0,8.0,28.0,643.875,0.0,0.003571429,False
0.0,0.0,32.0,898.8333333,0.0031124675,0.102285714,False
0.0,0.0,31.0,453.0,0.0,0.037634409,False
8.0,168.1666667,28.0,888.0,0.014285714,0.011428571,False
1.0,7.5,18.0,598.9369047499999,0.001439737,0.010741385,False
0.0,0.0,16.0,588.3333333,0.028571429,0.067857143,False
5.0,7.5,18.0,598.9369047499999,0.00173913,0.01470751,False
8.0,102.0,83.0,1495.580952,0.0,0.002298851,True
0.0,0.0,6.0,66.5,0.011111111,0.0251564025,False
3.0,166.0,2.0,134.0,0.0,0.03,False
1.0,45.0,22.0,2905.5,0.01,0.04,False
0.0,0.0,18.0,521.5,0.022222222,0.063333333,False
0.0,0.0,5.0,47.0,0.02,0.06,False
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
0.0,0.0,52.0,1192.317857,0.006410256,0.033012821,False
0.0,0.0,22.0,355.6666667,0.0031124675,0.051428571,True
1.0,3.5,11.0,332.5,0.0,0.011111111,False
1.0,0.0,11.0,297.3,0.0,0.041666667,False
0.0,0.0,53.0,2309.995238,0.0031124675,0.06394752,False
0.0,0.0,26.0,810.3713768,0.019230769,0.02530525,False
0.0,0.0,7.0,384.5,0.0,0.028571429,False
2.0,65.5,53.0,975.9722222,0.001851852,0.016296296,False
0.0,0.0,4.0,127.0,0.0,0.075,False
4.0,38.0,6.0,107.0,0.006060606,0.042424242,False
0.0,0.0,6.0,50.0,0.0,0.033333333,False
0.0,0.0,43.0,3382.083333,0.0,0.011627907,False
0.0,0.0,8.0,541.5,0.0031124675,0.083333333,False
0.0,0.0,2.0,25.0,0.0,0.1,False
0.0,0.0,9.0,210.5,0.0031124675,0.071111111,False
6.0,105.0,43.0,1343.097619,0.037878788,0.057878788,False
0.0,0.0,9.0,953.8333333,0.0,0.027777778,False
0.0,0.0,24.0,674.5,0.041666667,0.0625,False
1.0,228.9166667,64.0,817.0163767,0.0,0.013814416,False
8.0,7.5,31.0,1124.916667,0.0,0.014672365,True
10.0,7.5,18.0,598.9369047499999,0.002509267,0.013416263,False
1.0,4.5,18.0,598.9369047499999,0.002688695,0.01187122,False
0.0,0.0,17.0,887.8333333,0.00625,0.040625,False
3.0,135.0,25.0,2765.2,0.008,0.016888889,False
0.0,0.0,4.0,145.0,0.0,0.04,False
10.0,7.5,60.0,3121.283333,0.002857143,0.010935374,False
0.0,0.0,57.0,1190.548851,0.007017544,0.027309942,True
0.0,0.0,18.0,410.9166667,0.0031124675,0.0251564025,False
0.0,0.0,25.0,710.5,0.032,0.084,False
0.0,0.0,9.0,319.6666667,0.033333333,0.055555556,False
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
0.0,0.0,5.0,91.0,0.0,0.06,False
0.0,0.0,6.0,191.0,0.0031124675,0.0251564025,False
2.0,98.0,20.0,401.5,0.0,0.003333333,False
0.0,0.0,7.0,117.5,0.0,0.033333333,False
3.0,23.0,18.0,1311.072012,0.002657807,0.015013618,False
0.0,0.0,4.0,157.0,0.0,0.05,False
5.0,18.0,17.0,414.3333333,0.0,0.005263158,False
1.0,64.0,54.0,1155.033333,0.001282051,0.003974359,False
2.0,23.0,18.0,1589.183333,0.008070175,0.014967419,False
0.0,0.0,2.0,233.5,0.0,0.033333333,False
0.0,0.0,28.0,1384.071429,0.007142857,0.032380952,True
0.0,0.0,1.0,0.0,0.0,0.0251564025,False
4.0,166.5,21.0,452.8141026,0.0031124675,0.047238095,False
2.0,74.0,30.0,1708.083333,0.006666667,0.013333333,True
1.0,42.0,10.0,1057.0,0.022222222,0.014814815,False
2.0,172.0,61.0,3374.916667,0.001111111,0.021388889,False
3.0,232.9,83.0,598.9369047499999,0.008888889,0.023535354,False
3.0,176.0,21.0,654.5,0.009090909,0.031818182,False
1.0,5.0,17.0,389.0,0.0,0.041666667,False
0.0,0.0,11.0,1435.0,0.0031124675,0.0251564025,False
1.0,6.0,19.0,512.0666667,0.00952381,0.033333333,False
4.0,56.66666667,21.0,797.2952381,0.0,0.019875776,False
0.0,0.0,22.0,555.8666667,0.00952381,0.019047619,False
1.0,19.0,56.0,2954.759524,0.013793103,0.049396552,False
0.0,0.0,2.0,0.0,0.0031124675,0.0251564025,False
0.0,0.0,5.0,97.16666667,0.0,0.033333333,False
3.0,52.33333333,2.0,291.0,0.0,0.04,False
0.0,0.0,4.0,36.0,0.0031124675,0.0251564025,False
0.0,0.0,18.0,472.0,0.030555556,0.034444444,False
0.0,0.0,14.0,628.0,0.014285714,0.042857143,False
0.0,0.0,6.0,129.0,0.0,0.05,False
6.0,89.46666667,81.0,1141.061905,0.001605136,0.004809853,False
0.0,0.0,5.0,105.0,0.04,0.06,False
0.0,0.0,5.0,273.5,0.0,0.05,False
1.0,9.0,11.0,467.0,0.0,0.02,True
3.0,111.0,25.0,461.2222222,0.0,0.007142857,False
3.0,120.0,5.0,198.0,0.0,0.014285714,False
0.0,0.0,7.0,220.3333333,0.0,0.01,False
0.0,0.0,5.0,241.0,0.0,0.08,False
9.0,149.9333333,67.0,1783.122222,0.0,0.005855856,False
0.0,0.0,34.0,731.5238095,0.020588235,0.042647059,False
3.0,53.25,18.0,3057.809524,0.0,0.002734559,True
0.0,0.0,18.0,601.7901961,0.002222222,0.012763533,False
2.0,60.0,17.0,1370.067857,0.02173913,0.035072464,False
1.0,97.0,4.0,59.0,0.0,0.013333333,False
2.0,21.0,27.0,694.0,0.007142857,0.014285714,False
0.0,0.0,4.0,39.0,0.04,0.06,False
0.0,0.0,27.0,321.6666667,0.0031124675,0.07224026,False
0.0,0.0,11.0,540.5,0.0,0.02,False
5.0,7.5,51.0,598.9369047499999,0.0,0.015536723,True
0.0,0.0,20.0,1066.166667,0.005,0.006428571,False
5.0,65.0,48.0,1142.666667,0.0,0.00625,False
3.0,149.0,25.0,1294.183333,0.014814815,0.02962963,False
5.0,7.5,26.0,1086.178571,0.014285714,0.017267081,False
0.0,0.0,14.0,221.5,0.0,0.014285714,False
3.0,49.75,59.0,754.2261905,0.0,0.003333333,False
2.0,74.5,22.0,432.5714286,0.0,0.00125,False
3.0,40.0,19.0,1051.5,0.008333333,0.030555556,True
3.0,65.5,39.0,1101.333333,0.00952381,0.041269841,False
9.0,7.5,81.0,2477.666667,0.001149425,0.011954023,False
1.0,41.0,37.0,1501.166667,0.0,0.019298246,True
0.0,0.0,18.0,1736.447368,0.003069054,0.039989226,False
0.0,0.0,13.0,94.5,0.015384615,0.046153846,False
0.0,0.0,10.0,269.0,0.0,0.02,False
0.0,0.0,36.0,833.0833333,0.032432432,0.055225225,False
2.0,149.6666667,4.0,86.75,0.0,0.016666667,False
0.0,0.0,44.0,547.0,0.0031124675,0.087407407,False
0.0,0.0,5.0,1474.5,0.0,0.02,False
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
4.0,172.0,11.0,787.0,0.033333333,0.053333333,False
0.0,0.0,3.0,17.0,0.0031124675,0.0251564025,False
0.0,0.0,7.0,323.5,0.0,0.057142857,False
0.0,0.0,62.0,813.0519481,0.003225806,0.011827957,False
0.0,0.0,11.0,2028.5,0.0,0.036363636,False
5.0,158.0,56.0,2220.871465,0.003389831,0.006327684,False
0.0,0.0,15.0,440.0,0.0,0.033333333,False
0.0,0.0,17.0,1356.0,0.0,0.035294118,False
0.0,0.0,6.0,399.0,0.0,0.033333333,False
0.0,0.0,13.0,231.5,0.015384615,0.046153846,False
7.0,134.0,11.0,438.5833333,0.0125,0.032291667,False
0.0,0.0,5.0,164.0,0.0,0.04,False
0.0,0.0,8.0,347.6666667,0.0031124675,0.102083333,False
1.0,26.0,6.0,64.0,0.0,0.022222222,False
1.0,38.0,57.0,2931.580303,0.004,0.021833333,False
0.0,0.0,63.0,1462.45,0.0,0.003225806,True
0.0,0.0,22.0,402.5,0.0031124675,0.059047619,False
4.0,26.0,18.0,727.6190476,0.0,0.013333333,False
1.0,57.0,15.0,553.1666667,0.0,0.011111111,False
2.0,33.0,22.0,460.6666667,0.0,0.025,False
0.0,0.0,2.0,0.0,0.0031124675,0.0251564025,False
3.0,7.5,22.0,2837.166667,0.0,0.008333333,False
2.0,10.66666667,34.0,541.5,0.017142857,0.03352381,False
0.0,0.0,2.0,13.0,0.0,0.1,False
6.0,106.5,3.0,70.5,0.0,0.022222222,False
2.0,83.0,3.0,264.0,0.0,0.05,False
0.0,0.0,18.0,1638.888095,0.014367816,0.040659551,False
1.0,7.5,14.0,1383.5,0.0,0.030769231,True
0.0,0.0,5.0,215.0,0.04,0.08,False
8.0,211.9642857,26.0,1382.66514,0.017283951,0.02287478,False
4.0,69.0,42.0,352.5,0.004255319,0.019148936,False
0.0,0.0,41.0,1444.166667,0.009756098,0.026829268,False
3.0,19.5,16.0,250.0833333,0.0,0.013157895,False
0.0,0.0,15.0,327.5,0.0,0.013333333,False
3.0,55.0,48.0,1085.078571,0.015833333,0.013690476,False
0.0,0.0,58.0,2665.798039,0.007142857,0.027288961,False
0.0,0.0,5.0,164.0,0.04,0.08,False
1.0,0.0,20.0,816.5,0.0031124675,0.093333333,False
6.0,175.0,25.0,2877.5,0.007692308,0.037435897,False
0.0,0.0,3.0,36.0,0.0,0.066666667,False
3.0,81.0,19.0,448.0333333,0.0,0.012857143,False
0.0,0.0,6.0,30.0,0.0031124675,0.0251564025,False
7.0,106.8285714,18.0,598.9369047499999,0.0,0.007218823,False
10.0,161.7083333,18.0,2645.833333,0.004511278,0.01597088,False
1.0,50.33333333,21.0,586.1892857,0.0,0.005555556,False
5.0,7.5,37.0,1133.016667,0.0,0.013846154,True
0.0,0.0,42.0,562.6666667,0.009340659,0.032583774,False
0.0,0.0,11.0,219.5,0.018181818,0.046060606,False
3.0,29.33333333,35.0,468.0,0.011428571,0.022857143,False
1.0,4.0,62.0,3000.250794,0.004918033,0.029535519,False
0.0,0.0,13.0,816.9545455,0.028571429,0.047619048,False
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
0.0,0.0,9.0,143.0,0.0031124675,0.0251564025,False
0.0,0.0,15.0,1861.5,0.0,0.026666667,False
0.0,0.0,6.0,815.0,0.0031124675,0.044444444,False
4.0,130.5,6.0,165.5,0.0,0.033333333,False
1.0,7.5,26.0,1090.916667,0.014193548,0.033870968,False
0.0,0.0,8.0,133.0,0.0,0.025,False
0.0,0.0,9.0,83.0,0.0031124675,0.066666667,False
0.0,0.0,7.0,24.0,0.0031124675,0.1,False
1.0,69.0,25.0,533.0714286,0.0,0.026923077,False
0.0,0.0,13.0,303.4,0.0,0.016666667,True
0.0,0.0,31.0,516.4761905,0.006896552,0.018965517,False
0.0,0.0,5.0,72.5,0.0,0.04,False
1.0,4.0,34.0,652.9238095,0.00625,0.036830357,False
2.0,7.0,79.0,598.9369047499999,0.017761848,0.04031012,False
0.0,0.0,11.0,210.0,0.009090909,0.024242424,False
0.0,0.0,10.0,466.5,0.0,0.022222222,False
2.0,37.0,28.0,2778.333333,0.007142857,0.023809524,False
2.0,57.5,10.0,677.5,0.0031124675,0.070138889,False
3.0,148.6666667,23.0,908.4666667,0.033333333,0.052840909,False
0.0,0.0,22.0,346.8333333,0.038095238,0.057142857,True
8.0,152.3333333,25.0,481.1666667,0.0,0.005,False
7.0,7.5,22.0,661.6309524,0.007692308,0.005128205,False
0.0,0.0,13.0,324.0,0.0,0.003030303,False
0.0,0.0,11.0,185.0,0.0,0.054545455,False
1.0,60.0,26.0,670.1666667,0.0,0.003846154,False
0.0,0.0,15.0,183.8333333,0.0031124675,0.073333333,False
0.0,0.0,18.0,598.9369047499999,0.008878505,0.017232253,False
0.0,0.0,5.0,17.0,0.0,0.04,False
1.0,7.5,12.0,936.0,0.0,0.036363636,True
2.0,28.0,42.0,1329.666667,0.0,0.002325581,True
0.0,0.0,1.0,24.0,0.0,0.1,False
0.0,0.0,26.0,1026.75,0.0,0.022222222,False
0.0,0.0,35.0,2068.928571,0.0,0.014285714,True
0.0,0.0,4.0,118.0,0.0031124675,0.066666667,False
0.0,0.0,9.0,167.0,0.022222222,0.066666667,False
0.0,0.0,3.0,35.0,0.0031124675,0.1,False
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
0.0,0.0,4.0,57.0,0.0031124675,0.0251564025,False
4.0,99.5,46.0,953.0686869,0.0,0.014285714,False
2.0,70.0,11.0,714.5,0.014285714,0.028571429,False
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
0.0,0.0,5.0,25.0,0.0031124675,0.0251564025,False
1.0,7.5,61.0,1797.298291,0.025147059,0.029877803,False
0.0,0.0,10.0,154.5,0.0,0.01,False
0.0,0.0,8.0,118.0,0.0,0.0125,False
7.0,84.55,48.0,805.0992979,0.0,0.031196581,False
0.0,0.0,9.0,138.5,0.022222222,0.047619048,False
9.0,7.5,38.0,1190.616667,0.004444444,0.011333333,False
8.0,7.5,20.0,411.3888889,0.00952381,0.016825397,True
0.0,0.0,47.0,778.7619048,0.0031124675,0.051999065,False
0.0,0.0,18.0,495.0,0.011111111,0.03,False
2.0,22.0,22.0,512.05,0.0031124675,0.075277778,False
5.0,7.5,21.0,998.4,0.004,0.008666667,True
4.0,109.0,30.0,1049.833333,0.0125,0.028645833,False
2.0,180.5,12.0,472.9166667,0.0,0.018181818,False
1.0,7.5,18.0,598.9369047499999,0.002692308,0.013849519,False
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
3.0,7.5,6.0,1615.0,0.0,0.016666667,False
0.0,0.0,5.0,28.33333333,0.04,0.08,False
1.0,58.0,2.0,7.0,0.0,0.066666667,False
0.0,0.0,19.0,283.5,0.0,0.010526316,False
10.0,118.0,18.0,2694.833333,0.0,0.001915584,False
3.0,41.0,32.0,1130.84697,0.014705882,0.01806184,False
9.0,7.5,18.0,2478.622727,0.0,0.004005848,True
1.0,15.0,29.0,1714.4,0.024074074,0.048765432,False
0.0,0.0,46.0,2213.366667,0.034782609,0.054710145,False
0.0,0.0,2.0,0.0,0.0031124675,0.0251564025,False
4.0,97.0,22.0,739.5833333,0.009090909,0.006060606,False
1.0,7.5,74.0,3206.193407,0.004819277,0.019399025,False
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
4.0,98.0,17.0,1243.5,0.0,0.008695652,True
6.0,7.5,24.0,1448.333333,0.0,0.003846154,False
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
0.0,0.0,11.0,304.0,0.0,0.018181818,False
3.0,25.08333333,25.0,304.5,0.0,0.007407407,False
0.0,0.0,18.0,1699.666667,0.013953488,0.026830934,False
1.0,27.0,4.0,467.0,0.0,0.025,False
0.0,0.0,63.0,598.9369047499999,0.006153846,0.015128205,False
2.0,124.0,18.0,598.9369047499999,0.004861111,0.015244789,False
0.0,0.0,2.0,20.0,0.0,0.05,False
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
0.0,0.0,6.0,245.0,0.0031124675,0.0251564025,False
0.0,0.0,1.0,504.0,0.0,0.1,False
1.0,76.0,19.0,1263.333333,0.011764706,0.023529412,True
1.0,7.5,18.0,598.9369047499999,0.004166667,0.019960276,False
1.0,62.5,36.0,585.178355,0.0,0.001273148,False
0.0,0.0,0.0,0.0,0.0031124675,0.0251564025,False
6.0,51.0,26.0,536.0,0.007407407,0.012345679,False
0.0,0.0,18.0,570.3333333,0.0,0.015686275,False
1.0,24.0,15.0,496.75,0.0,0.00625,True
5.0,7.5,18.0,2197.195238,0.015,0.029405769,False
0.0,0.0,4.0,72.66666667,0.0,0.083333333,False
4.0,38.0,23.0,542.3333333,0.0,0.015306122,True
0.0,0.0,10.0,342.1666667,0.0,0.022222222,True
6.0,32.5,80.0,1190.418903,0.005714286,0.027420635,False
3.0,108.5,2.0,74.66666667,0.0,0.016666667,False
3.0,154.0,58.0,1978.214286,0.0,0.000409836,False
0.0,0.0,79.0,3129.393438,0.018258179,0.044962458,False
0.0,0.0,11.0,751.5,0.018181818,0.024242424,False
4.0,118.9032258,18.0,2748.624538,0.005420054,0.006678351,False
1.0,17.0,12.0,321.8333333,0.015384615,0.034615385,False
8.0,192.5555556,18.0,2926.431962,0.0,0.001851852,True
2.0,40.0,54.0,2070.643939,0.003773585,0.016163522,False
2.0,7.5,8.0,214.3333333,0.04,0.055,False
6.0,107.0,5.0,39.5,0.0,0.0125,False
9.0,146.0,49.0,1592.133333,0.003636364,0.02,False
5.0,54.83333333,26.0,986.9166667,0.0,0.010985222,False
0.0,0.0,12.0,418.3333333,0.0,0.004545455,False
0.0,0.0,12.0,1111.0,0.0,0.033333333,False
0.0,0.0,4.0,536.5,0.0,0.05,False
2.0,29.0,32.0,410.1166667,0.004301075,0.020286738,False
0.0,0.0,3.0,5.0,0.0031124675,0.0251564025,False
8.0,7.5,79.0,2650.408502,0.000766284,0.005632184,False
0.0,0.0,15.0,450.2,0.0,0.021904762,False
4.0,210.5,18.0,2749.058333,0.009090909,0.017682257,False
2.0,36.4,75.0,1959.304762,0.005479452,0.027146119,False
3.0,69.16666667,35.0,869.0611111,0.0,0.00617284,False
0.0,0.0,25.0,1320.5,0.0,0.030666667,False
3.0,7.5,19.0,976.3382353,0.0,0.010454545,True
6.0,111.0,13.0,522.0,0.0,0.011111111,True
4.0,20.0,57.0,1008.916667,0.003508772,0.029239766,False
1.0,46.0,17.0,931.0,0.027777778,0.062962963,False
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
2.0,125.0,7.0,49.0,0.025,0.075,False
0.0,0.0,6.0,25.0,0.0031124675,0.0251564025,False
1.0,7.0,26.0,933.3333333,0.008,0.028,False
10.0,7.5,22.0,1552.547619,0.01372549,0.070490196,False
5.0,7.5,71.0,598.9369047499999,0.0,0.014808078,False
2.0,55.0,16.0,1851.5,0.023529412,0.041176471,False
2.0,25.0,5.0,40.0,0.0031124675,0.083333333,False
0.0,0.0,1.0,0.0,0.0031124675,0.0251564025,False
0.0,0.0,20.0,457.5833333,0.022222222,0.044444444,False
